StockCode,Description,TotalQuaantity,AvgQuantity,TotalRevenue,AvgRevenue,OrderCount
22286,"DECORATION , WOBBLY RABBIT , METAL ",1051,12.82,867.27,10.58,79
22287,"DECORATION , WOBBLY CHICKEN, METAL ",750,12.71,633.96,10.75,57
22288,HANGING METAL RABBIT DECORATION,453,10.3,566.25,12.87,39
22289,HANGING METAL CHICKEN DECORATION,126,5.73,157.5,7.16,19
22291,HANGING CHICK CREAM DECORATION,1243,12.81,1802.35,18.58,90
22292,HANGING CHICK  YELLOW DECORATION,1088,11.45,1520.0,16.0,88
22293,HANGING CHICK GREEN DECORATION,821,9.22,1190.45,13.38,82
22294,HEART FILIGREE DOVE  SMALL,5439,20.84,6671.07,25.56,246
22295,HEART FILIGREE DOVE LARGE,2737,12.38,4420.17,20.0,212
22296,HEART IVORY TRELLIS LARGE,3055,10.76,4988.83,17.57,270
22297,HEART IVORY TRELLIS SMALL,3863,16.65,4715.03,20.32,221
22299,PIG KEYRING WITH LIGHT & SOUND ,1316,31.33,1231.34,29.32,42
22300,COFFEE MUG DOG + BALL DESIGN,1450,9.93,3047.34,20.87,143
22301,COFFEE MUG CAT + BIRD DESIGN,2118,11.45,4529.34,24.48,181
22302,COFFEE MUG PEARS  DESIGN,2288,11.92,4959.85,25.83,190
22303,COFFEE MUG APPLES DESIGN,2770,11.99,6124.15,26.51,229
22304,COFFEE MUG BLUE PAISLEY DESIGN,744,15.5,1268.06,26.42,47
22305,COFFEE MUG PINK PAISLEY DESIGN,684,15.55,1559.44,35.44,44
22306,SILVER MUG BONE CHINA TREE OF LIFE,1138,11.05,1303.29,12.65,99
22307,GOLD MUG BONE CHINA TREE OF LIFE,729,11.76,835.61,13.48,61
22308,TEA COSY BLUE STRIPE,145,4.03,356.89,9.91,36
22309,TEA COSY RED  STRIPE,293,4.44,709.38,10.75,64
22310,IVORY KNITTED MUG COSY ,531,10.02,841.79,15.88,51
22311,OFFICE MUG WARMER BLACK+SILVER ,1054,10.54,2925.5,29.26,93
22312,OFFICE MUG WARMER POLKADOT,503,5.13,1454.99,14.85,93
22313,OFFICE MUG WARMER PINK,553,9.88,1482.89,26.48,54
22314,OFFICE MUG WARMER CHOC+BLUE,517,5.39,1434.09,14.94,93
22315,200 RED + WHITE BENDY STRAWS,761,6.24,914.77,7.5,119
22316,200 BENDY SKULL STRAWS,638,15.19,706.3,16.82,41
22317,FIVE CATS HANGING DECORATION,172,4.3,506.32,12.66,39
22318,FIVE HEART HANGING DECORATION,396,4.4,1161.0,12.9,89
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,1346,21.37,587.86,9.33,61
22320,BIRDS MOBILE VINTAGE DESIGN,183,2.65,1100.21,15.95,69
22321,BIRD DECORATION RED RETROSPOT,760,13.1,646.0,11.14,57
22322,BIRD DECORATION GREEN POLKADOT,390,10.54,331.5,8.96,37
22323,PINK POLKADOT KIDS BAG,1,1.0,1.95,1.95,1
22324,BLUE POLKADOT KIDS BAG,228,7.6,456.36,15.21,29
22325,MOBILE VINTAGE HEARTS ,153,2.59,755.25,12.8,58
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,8100,13.3,22175.52,36.41,595
22327,ROUND SNACK BOXES SET OF 4 SKULLS,832,4.81,2358.4,13.63,162
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,4993,10.62,13810.59,29.38,457
22329,ROUND CONTAINER SET OF 5 RETROSPOT,1387,9.07,2182.95,14.27,151
22331,WOODLAND PARTY BAG + STICKER SET,1768,12.36,2750.96,19.24,143
22332,SKULLS PARTY BAG + STICKER SET,982,7.5,1562.7,11.93,129
22333,RETROSPOT PARTY BAG + STICKER SET,4391,16.14,6749.23,24.81,267
22334,DINOSAUR PARTY BAG + STICKER SET,684,7.43,1101.44,11.97,91
22335,HEART DECORATION PAINTED ZINC ,2024,15.22,1250.2,9.4,123
22336,DOVE DECORATION PAINTED ZINC ,2283,43.08,668.09,12.61,49
22337,ANGEL DECORATION PAINTED ZINC ,635,23.52,383.95,14.22,26
22338,STAR DECORATION PAINTED ZINC ,4179,34.54,925.71,7.65,116
22339,CHRISTMAS TREE PAINTED ZINC ,2283,41.51,569.29,10.35,51
22340,NOEL GARLAND PAINTED ZINC ,993,15.76,430.23,6.83,61
22341,LOVE GARLAND PAINTED ZINC ,405,9.88,672.65,16.41,41
22342,HOME GARLAND PAINTED ZINC ,833,16.02,769.65,14.8,52
22343,PARTY PIZZA DISH RED RETROSPOT,1705,26.64,744.91,11.64,63
22344,PARTY PIZZA DISH PINK POLKADOT,1049,22.32,373.31,7.94,46
22345,PARTY PIZZA DISH BLUE POLKADOT,972,22.09,318.48,7.24,41
22346,PARTY PIZZA DISH GREEN POLKADOT,885,26.03,309.69,9.11,32
22348,TEA BAG PLATE RED RETROSPOT,3863,14.92,3223.49,12.45,254
22349,DOG BOWL CHASING BALL DESIGN,585,5.09,2067.85,17.98,113
22350,ILLUSTRATED CAT BOWL ,468,5.32,1197.6,13.61,87
22351,DOTCOMGIFTSHOP TEA TOWEL,12,12.0,19.8,19.8,1
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2853,8.62,6717.79,20.3,324
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,61,2.44,155.55,6.22,24
22354,RETROSPOT PADDED SEAT CUSHION,700,10.77,2502.82,38.5,65
22355,CHARLOTTE BAG SUKI DESIGN,8975,14.98,7138.65,11.92,585
22356,CHARLOTTE BAG PINK POLKADOT,7306,14.7,5840.64,11.75,487
22357,KINGS CHOICE BISCUIT TIN,324,3.72,1332.6,15.32,87
22358,KINGS CHOICE TEA CADDY ,456,4.04,1341.28,11.87,110
22359,GLASS JAR KINGS CHOICE,162,2.57,480.74,7.63,62
22360,GLASS JAR ENGLISH CONFECTIONERY,886,5.91,2455.9,16.37,143
22361,GLASS JAR DAISY FRESH COTTON WOOL,539,4.28,1513.25,12.01,123
22362,GLASS JAR PEACOCK BATH SALTS,349,4.31,987.23,12.19,81
22363,GLASS JAR MARMALADE ,454,7.57,1226.94,20.45,57
22364,GLASS JAR DIGESTIVE BISCUITS,519,5.24,1429.97,14.44,95
22365,DOORMAT RESPECTABLE HOUSE,530,4.21,3957.44,31.41,125
22366,DOORMAT AIRMAIL ,722,4.63,4887.82,31.33,156
22367,CHILDRENS APRON SPACEBOY DESIGN,3543,7.75,6572.49,14.38,448
22371,AIRLINE BAG VINTAGE TOKYO 78,830,3.27,3489.88,13.74,247
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,221,2.19,935.33,9.26,101
22374,AIRLINE BAG VINTAGE JET SET RED,448,2.82,1882.84,11.84,156
22375,AIRLINE BAG VINTAGE JET SET BROWN,253,2.56,1056.05,10.67,96
22376,AIRLINE BAG VINTAGE JET SET WHITE,193,2.27,820.69,9.66,82
22377,BOTTLE BAG RETROSPOT ,1038,9.89,1510.89,14.39,105
22378,WALL TIDY RETROSPOT ,1685,16.05,2092.56,19.93,103
22379,RECYCLING BAG RETROSPOT ,4788,11.62,9537.43,23.15,405
22380,TOY TIDY SPACEBOY  ,1156,5.78,2274.75,11.37,195
22381,TOY TIDY PINK POLKADOT,2669,9.08,5304.58,18.04,288
22382,LUNCH BAG SPACEBOY DESIGN ,9912,9.83,15881.2,15.76,988
22383,LUNCH BAG SUKI  DESIGN ,11722,10.82,18723.7,17.29,1043
22384,LUNCH BAG PINK POLKADOT,10254,10.71,16349.5,17.08,931
22385,JUMBO BAG SPACEBOY DESIGN,8236,16.91,15331.02,31.48,477
22386,JUMBO BAG PINK POLKADOT,18665,21.02,34716.59,39.1,869
22389,PAPERWEIGHT SAVE THE PLANET,329,9.14,596.91,16.58,36
22390,PAPERWEIGHT CHILDHOOD MEMORIES,261,8.42,410.72,13.25,30
22391,PAPERWEIGHT HOME SWEET HOME,146,8.11,186.06,10.34,18
22393,PAPERWEIGHT VINTAGE COLLAGE,487,9.74,617.38,12.35,49
22394,PAPERWEIGHT KINGS CHOICE ,160,10.0,190.8,11.92,16
22395,PAPERWEIGHT VINTAGE PAISLEY,134,8.93,130.26,8.68,15
22396,MAGNETS PACK OF 4 RETRO PHOTO,1182,10.55,572.82,5.11,107
22398,MAGNETS PACK OF 4 SWALLOWS,2545,10.97,1528.68,6.59,228
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1130,12.99,1309.9,15.06,87
22400,MAGNETS PACK OF 4 HOME SWEET HOME,1393,9.16,714.6,4.7,143
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1705,11.44,1008.14,6.77,144
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1223,14.22,569.75,6.62,85
22405,MONEY BOX POCKET MONEY DESIGN,347,6.2,351.19,6.27,54
22406,MONEY BOX KINGS CHOICE DESIGN,319,4.98,336.89,5.26,64
22407,MONEY BOX FIRST ADE DESIGN,94,3.92,98.07,4.09,23
22408,MONEY BOX CONFECTIONERY DESIGN,137,5.96,141.5,6.15,22
22409,MONEY BOX BISCUITS DESIGN,216,4.8,270.0,6.0,45
22410,MONEY BOX HOUSEKEEPING DESIGN,223,4.85,212.88,4.63,46
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10518,13.1,20174.23,25.12,790
22412,METAL SIGN NEIGHBOURHOOD WITCH ,877,7.5,1784.7,15.25,113
22413,METAL SIGN TAKE IT OR LEAVE IT ,2286,6.4,6786.3,19.01,350
22414,DOORMAT NEIGHBOURHOOD WITCH ,253,3.61,1645.67,23.51,70
22415,WHITE TISSUE REAM,19,1.46,151.05,11.62,13
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,850,13.49,1174.9,18.65,63
22417,PACK OF 60 SPACEBOY CAKE CASES,8103,19.29,4131.69,9.84,407
22418,10 COLOUR SPACEBOY PEN,6267,25.79,5209.17,21.44,242
22419,LIPSTICK PEN RED,2812,16.94,1236.12,7.45,157
22420,LIPSTICK PEN BABY PINK,1199,13.78,500.33,5.75,84
22421,LIPSTICK PEN FUSCHIA,1925,15.65,795.2,6.47,120
22422,TOOTHPASTE TUBE PEN,971,12.61,397.25,5.16,73
22423,REGENCY CAKESTAND 3 TIER,10294,6.03,119510.35,70.01,1687
22424,ENAMEL BREAD BIN CREAM,713,2.17,8519.0,25.97,326
22425,ENAMEL COLANDER CREAM,434,3.08,2086.11,14.8,141
22426,ENAMEL WASH BOWL CREAM,660,4.52,2231.8,15.29,144
22427,ENAMEL FLOWER JUG CREAM,1995,4.46,11444.93,25.6,441
22428,ENAMEL FIRE BUCKET CREAM,221,2.4,1528.73,16.62,92
22429,ENAMEL MEASURING JUG CREAM,1193,3.67,4954.29,15.24,315
22430,ENAMEL WATERING CAN CREAM,544,3.28,2646.6,15.94,161
22431,WATERING CAN BLUE ELEPHANT,1981,7.1,3686.65,13.21,275
22432,WATERING CAN PINK BUNNY,1648,6.87,3100.58,12.92,234
22433,WATERING CAN GREEN DINOSAUR,1341,7.02,2487.53,13.02,189
22434,BALLOON PUMP WITH 10 BALLOONS,779,6.72,1521.23,13.11,112
22435,SET OF 9 HEART SHAPED BALLOONS,2680,12.13,3257.04,14.74,213
22436,12 COLOURED PARTY BALLOONS,2110,14.55,1373.3,9.47,139
22437,SET OF 9 BLACK SKULL BALLOONS,2727,15.49,2263.35,12.86,173
22438,BALLOON ART MAKE YOUR OWN FLOWERS,900,12.16,825.24,11.15,68
22439,6 ROCKET BALLOONS ,1768,10.85,1176.8,7.22,156
22440,BALLOON WATER BOMB PACK OF 35,5897,40.39,2254.14,15.44,138
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,994,5.75,2069.4,11.96,167
22442,GROW YOUR OWN FLOWERS SET OF 3,292,3.95,1177.8,15.92,74
22443,GROW YOUR OWN HERBS SET OF 3,153,1.89,1216.35,15.02,80
22444,GROW YOUR OWN PLANT IN A CAN ,763,22.44,935.51,27.52,33
22445,PENCIL CASE LIFE IS BEAUTIFUL,472,4.72,1368.2,13.68,93
22446,PIN CUSHION BABUSHKA PINK,161,3.93,432.99,10.56,38
22447,PIN CUSHION BABUSHKA BLUE,75,4.69,223.95,14.0,16
22448,PIN CUSHION BABUSHKA RED,187,5.5,576.31,16.95,34
22449,SILK PURSE BABUSHKA PINK,365,4.1,1217.68,13.68,87
22450,SILK PURSE BABUSHKA BLUE,184,3.41,614.0,11.37,52
22451,SILK PURSE BABUSHKA RED,202,5.18,657.5,16.86,38
22452,MEASURING TAPE BABUSHKA PINK,388,5.71,1094.8,16.1,66
22453,MEASURING TAPE BABUSHKA BLUE,334,7.11,951.7,20.25,46
22454,MEASURING TAPE BABUSHKA RED,228,6.0,639.0,16.82,37
22456,NATURAL SLATE CHALKBOARD LARGE ,1452,4.75,6833.2,22.33,303
22457,NATURAL SLATE HEART CHALKBOARD ,7860,8.03,22664.52,23.15,966
22458,CAST IRON HOOK GARDEN FORK,513,36.64,1371.43,97.96,14
22459,CAST IRON HOOK GARDEN TROWEL,375,25.0,962.73,64.18,15
22460,EMBOSSED GLASS TEALIGHT HOLDER,2381,14.52,2871.84,17.51,162
22461,SAVOY ART DECO CLOCK,231,5.13,1251.25,27.81,45
22464,HANGING METAL HEART LANTERN,3200,11.23,4823.5,16.92,277
22465,HANGING METAL STAR LANTERN,1965,12.06,2839.63,17.42,159
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2929,19.27,5071.95,33.37,150
22467,GUMBALL COAT RACK,7688,13.12,17580.35,30.0,570
22468,BABUSHKA LIGHTS STRING OF 10,467,4.03,3032.39,26.14,116
22469,HEART OF WICKER SMALL,12395,12.66,19775.24,20.2,955
22470,HEART OF WICKER LARGE,6035,7.42,17387.03,21.39,795
22471,TV DINNER TRAY AIR HOSTESS ,360,5.54,1097.68,16.89,64
22472,TV DINNER TRAY DOLLY GIRL,293,3.57,1234.07,15.05,80
22473,TV DINNER TRAY VINTAGE PAISLEY,437,5.53,1239.39,15.69,79
22474,SPACEBOY TV DINNER TRAY,244,2.94,1009.04,12.16,83
22475,SKULL DESIGN TV DINNER TRAY,281,2.51,1225.95,10.95,109
22476,EMPIRE UNION JACK TV DINNER TRAY,211,2.71,980.77,12.57,77
22477,WATERING CAN GARDEN MARKER,1290,18.17,1778.1,25.04,70
22478,BIRDHOUSE GARDEN MARKER ,1417,18.4,1936.85,25.15,76
22479,DAISY GARDEN MARKER,1078,19.96,1513.1,28.02,54
22480,RED TEA TOWEL CLASSIC DESIGN,613,9.01,729.77,10.73,67
22481,BLACK TEA TOWEL CLASSIC DESIGN,694,7.98,608.52,6.99,84
22482,BLUE TEA TOWEL CLASSIC DESIGN,448,9.33,523.52,10.91,48
22483,RED GINGHAM TEDDY BEAR ,726,5.42,2041.78,15.24,130
22485,SET OF 2 WOODEN MARKET CRATES,462,2.8,5652.9,34.26,165
22486,PLASMATRONIC LAMP,52,5.2,288.94,28.89,10
22487,WHITE WOOD GARDEN PLANT LADDER,724,1.91,6778.81,17.84,379
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2911,9.33,4636.91,14.86,309
22489,PACK OF 12 TRADITIONAL CRAYONS,9314,28.93,3754.89,11.66,318
22491,PACK OF 12 COLOURED PENCILS,3910,19.26,3130.84,15.42,200
22492,MINI PAINT SET VINTAGE ,26076,80.23,16039.24,49.35,325
22493,PAINT YOUR OWN CANVAS SET,2354,13.08,3740.58,20.78,176
22494,EMERGENCY FIRST AID TIN ,890,7.48,1102.64,9.27,119
22495,SET OF 2 ROUND TINS CAMEMBERT ,242,3.67,515.18,7.81,65
22496,SET OF 2 ROUND TINS DUTCH CHEESE,243,3.47,477.09,6.82,69
22497,SET OF 2 TINS VINTAGE BATHROOM ,178,2.97,756.5,12.61,59
22498,WOODEN REGATTA BUNTING,229,2.36,1362.55,14.05,96
22499,WOODEN UNION JACK BUNTING,1734,5.8,9928.83,33.21,296
22500,SET OF 2 TINS JARDIN DE PROVENCE,240,2.67,840.2,9.34,85
22501,PICNIC BASKET WICKER LARGE,994,3.85,9118.9,35.34,256
22502,PICNIC BASKET WICKER SMALL,1428,6.0,8396.2,35.28,233
22503,CABIN BAG VINTAGE PAISLEY,64,4.0,1279.2,79.95,16
22504,CABIN BAG VINTAGE RETROSPOT,160,4.1,3012.4,77.24,39
22505,MEMO BOARD COTTAGE DESIGN,1365,5.09,6306.19,23.53,262
22507,MEMO BOARD RETROSPOT  DESIGN,2066,5.97,9119.02,26.36,346
22508,DOORSTOP RETROSPOT HEART,772,3.23,2902.69,12.15,235
22509,SEWING BOX RETROSPOT DESIGN ,205,2.5,1931.75,23.56,80
22510,GINGHAM BABUSHKA DOORSTOP,210,5.0,404.62,9.63,41
22511,RETROSPOT BABUSHKA DOORSTOP,245,5.1,455.87,9.5,48
22512,DOORSTOP RACING CAR DESIGN,118,3.58,236.0,7.15,32
22513,DOORSTOP FOOTBALL DESIGN,135,2.6,408.73,7.86,51
22514,CHILDS GARDEN SPADE BLUE,261,3.43,539.1,7.09,75
22515,CHILDS GARDEN SPADE PINK,237,3.76,488.7,7.76,63
22516,CHILDS GARDEN RAKE BLUE,171,3.89,350.1,7.96,41
22517,CHILDS GARDEN RAKE PINK,186,3.21,381.6,6.58,54
22518,CHILDS GARDEN BRUSH BLUE,333,5.84,663.3,11.64,57
22519,CHILDS GARDEN BRUSH PINK,370,5.69,741.0,11.4,65
22520,CHILDS GARDEN TROWEL BLUE ,705,6.59,599.25,5.6,105
22521,CHILDS GARDEN TROWEL PINK,607,6.07,515.95,5.16,94
22522,CHILDS GARDEN FORK BLUE ,923,7.44,759.59,6.13,120
22523,CHILDS GARDEN FORK PINK,844,7.09,717.4,6.03,118
22524,CHILDRENS GARDEN GLOVES BLUE,592,8.97,721.0,10.92,65
22525,CHILDRENS GARDEN GLOVES PINK,458,8.81,553.5,10.64,52
22526,WHEELBARROW FOR CHILDREN ,112,1.67,1406.4,20.99,67
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,816,13.16,329.76,5.32,61
22530,MAGIC DRAWING SLATE DOLLY GIRL ,3514,18.89,1431.96,7.7,181
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3293,19.84,1348.5,8.12,163
22532,MAGIC DRAWING SLATE LEAP FROG ,1063,15.63,360.06,5.3,66
22533,MAGIC DRAWING SLATE BAKE A CAKE ,1745,22.09,607.62,7.69,78
22534,MAGIC DRAWING SLATE SPACEBOY ,4331,20.92,1735.5,8.38,202
22535,MAGIC DRAWING SLATE BUNNIES ,1716,15.19,631.44,5.59,110
22536,MAGIC DRAWING SLATE PURDEY,4721,31.9,1782.18,12.04,144
22537,MAGIC DRAWING SLATE DINOSAUR,1818,13.17,763.56,5.53,135
22538,MINI JIGSAW GO TO THE FAIR,387,14.33,151.5,5.61,26
22539,MINI JIGSAW DOLLY GIRL,2824,31.38,1050.41,11.67,85
22540,MINI JIGSAW CIRCUS PARADE ,2451,37.71,915.78,14.09,65
22541,MINI JIGSAW LEAP FROG,466,21.18,181.04,8.23,21
22543,MINI JIGSAW BAKE A CAKE ,1436,35.02,516.61,12.6,39
22544,MINI JIGSAW SPACEBOY,4414,34.48,1628.3,12.72,124
22545,MINI JIGSAW BUNNIES,1089,22.69,391.11,8.15,47
22546,MINI JIGSAW PURDEY,2065,34.42,767.83,12.8,59
22547,MINI JIGSAW DINOSAUR ,738,14.47,279.51,5.48,50
22548,HEADS AND TAILS SPORTING FUN,1873,10.18,2097.96,11.4,179
22549,PICTURE DOMINOES,2992,11.97,4237.04,16.95,244
22550,HOLIDAY FUN LUDO,1102,6.26,3810.71,21.65,176
22551,PLASTERS IN TIN SPACEBOY,7664,12.9,12151.8,20.46,579
22553,PLASTERS IN TIN SKULLS,4036,8.7,6505.8,14.02,439
22554,PLASTERS IN TIN WOODLAND ANIMALS,7307,12.08,11637.43,19.24,587
22555,PLASTERS IN TIN STRONGMAN,5885,12.77,9462.29,20.53,449
22556,PLASTERS IN TIN CIRCUS PARADE ,5952,11.21,9596.96,18.07,521
22557,PLASTERS IN TIN VINTAGE PAISLEY ,4573,9.18,7346.69,14.75,480
22558,CLOTHES PEGS RETROSPOT PACK 24 ,8418,12.99,12545.38,19.36,639
22559,SEASIDE FLYING DISC,387,9.92,472.77,12.12,39
22560,TRADITIONAL MODELLING CLAY,8014,23.78,9311.47,27.63,336
22561,WOODEN SCHOOL COLOURING SET,5695,13.96,9072.87,22.24,395
22562,MONSTERS STENCIL CRAFT,1398,7.13,1720.42,8.78,190
22563,HAPPY STENCIL CRAFT,2785,10.63,3254.6,12.42,252
22564,ALPHABET STENCIL CRAFT,2673,15.72,3005.44,17.68,165
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,818,7.44,712.46,6.48,108
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,834,6.73,721.38,5.82,118
22567,20 DOLLY PEGS RETROSPOT,2368,12.33,3048.2,15.88,182
22568,FELTCRAFT CUSHION OWL,3284,7.71,11783.05,27.66,417
22569,FELTCRAFT CUSHION BUTTERFLY,2458,8.19,8755.48,29.18,293
22570,FELTCRAFT CUSHION RABBIT,3018,9.06,10694.81,32.12,324
22571,ROCKING HORSE RED CHRISTMAS ,2207,11.93,1813.55,9.8,176
22572,ROCKING HORSE GREEN CHRISTMAS ,1265,9.51,1050.29,7.9,126
22573,STAR WOODEN CHRISTMAS DECORATION,2445,15.67,2040.81,13.08,154
22574,HEART WOODEN CHRISTMAS DECORATION,2124,13.28,1854.54,11.59,157
22575,METAL MERRY CHRISTMAS WREATH,622,7.87,1160.1,14.68,76
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1419,10.92,1218.63,9.37,125
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,9784,20.38,3416.48,7.12,463
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,9630,21.26,3165.22,6.99,433
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4808,16.69,1665.16,5.78,276
22580,ADVENT CALENDAR GINGHAM SACK,836,4.98,4787.68,28.5,166
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1090,10.48,705.72,6.79,98
22582,PACK OF 6 SWEETIE GIFT BOXES,1029,13.03,2496.76,31.6,77
22583,PACK OF 6 HANDBAG GIFT BOXES,529,6.7,1348.95,17.08,77
22584,PACK OF 6 PANNETONE GIFT BOXES,2241,14.37,5496.59,35.23,153
22585,PACK OF 6 BIRDY GIFT TAGS,6062,17.83,7149.7,21.03,319
22586,FELTCRAFT HAIRBAND PINK AND BLUE,796,6.75,676.6,5.73,117
22587,FELTCRAFT HAIRBAND RED AND BLUE,845,6.81,718.25,5.79,120
22588,CARD HOLDER GINGHAM HEART,605,4.42,1732.41,12.65,135
22589,CARDHOLDER GINGHAM STAR,323,5.57,940.49,16.22,57
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,374,5.94,1250.84,19.85,63
22592,CARDHOLDER HOLLY WREATH METAL,506,5.56,1886.08,20.73,91
22593,CHRISTMAS GINGHAM STAR,2049,14.43,1736.97,12.23,138
22594,CHRISTMAS GINGHAM TREE,1744,13.84,1480.06,11.75,125
22595,CHRISTMAS GINGHAM HEART,4788,12.98,4034.7,10.93,360
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3290,13.71,3567.7,14.87,234
22597,CHRISTMAS MUSICAL ZINC HEART ,2534,20.6,973.68,7.92,118
22598,CHRISTMAS MUSICAL ZINC TREE,815,15.09,291.33,5.4,51
22599,CHRISTMAS MUSICAL ZINC STAR,1489,20.97,528.21,7.44,70
22600,CHRISTMAS RETROSPOT STAR WOOD,1540,10.62,1303.54,8.99,143
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2238,14.53,1827.42,11.87,150
22602,CHRISTMAS RETROSPOT HEART WOOD,1962,10.84,1647.42,9.1,174
22603,CHRISTMAS RETROSPOT TREE WOOD,1295,9.89,1089.83,8.32,125
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1173,10.29,2647.96,23.23,108
22605,WOODEN CROQUET GARDEN SET,709,2.94,9555.98,39.65,240
22606,WOODEN SKITTLES GARDEN SET,305,2.26,4336.75,32.12,132
22607,WOODEN ROUNDERS GARDEN SET ,1269,4.13,11601.14,37.79,303
22608,PENS ASSORTED FUNKY JEWELED ,4933,58.04,984.73,11.59,84
22609,PENS ASSORTED SPACEBALL,5636,46.58,1219.88,10.08,118
22610,PENS ASSORTED FUNNY FACE,9146,52.87,2320.58,13.41,171
22611,VINTAGE UNION JACK SHOPPING BAG,219,5.34,1016.85,24.8,40
22613,PACK OF 20 SPACEBOY NAPKINS,1488,12.94,1150.38,10.0,114
22614,PACK OF 12 SPACEBOY TISSUES,2957,16.9,961.29,5.49,170
22615,PACK OF 12 CIRCUS PARADE TISSUES ,2024,28.91,618.42,8.83,69
22616,PACK OF 12 LONDON TISSUES ,25345,63.84,7266.71,18.3,382
22617,BAKING SET SPACEBOY DESIGN,1937,4.55,9292.89,21.81,423
22618,COOKING SET RETROSPOT,66,2.64,621.66,24.87,25
22619,SET OF 6 SOLDIER SKITTLES,2297,6.64,8597.5,24.85,339
22620,4 TRADITIONAL SPINNING TOPS,4491,11.94,5960.08,15.85,364
22621,TRADITIONAL KNITTING NANCY,5895,11.31,9297.87,17.85,509
22622,BOX OF VINTAGE ALPHABET BLOCKS,1139,4.95,11709.66,50.91,230
22623,BOX OF VINTAGE JIGSAW BLOCKS ,920,4.16,5031.57,22.77,219
22624,IVORY KITCHEN SCALES,1783,2.81,14788.33,23.29,620
22625,RED KITCHEN SCALES,1476,3.24,11895.73,26.14,448
22626,BLACK KITCHEN SCALES,504,2.71,4159.53,22.36,183
22627,MINT KITCHEN SCALES,792,2.58,6599.79,21.5,304
22628,PICNIC BOXES SET OF 3 RETROSPOT ,775,6.46,3612.25,30.1,118
22629,SPACEBOY LUNCH BOX ,13279,18.47,23638.59,32.88,703
22630,DOLLY GIRL LUNCH BOX,10696,16.84,19073.44,30.04,615
22631,CIRCUS PARADE LUNCH BOX ,3375,12.88,6122.63,23.37,256
22632,HAND WARMER RED POLKA DOT,4394,11.81,8751.12,23.52,359
22633,HAND WARMER UNION JACK,4746,10.1,9550.56,20.32,441
22634,CHILDS BREAKFAST SET SPACEBOY ,731,3.51,6681.85,32.12,203
22635,CHILDS BREAKFAST SET DOLLY GIRL ,657,3.61,6063.0,33.31,180
22636,CHILDS BREAKFAST SET CIRCUS PARADE,565,3.1,4656.3,25.58,182
22637,PIGGY BANK RETROSPOT ,1875,7.08,4448.57,16.79,261
22638,SET OF 4 NAPKIN CHARMS CROWNS ,255,6.71,394.42,10.38,38
22639,SET OF 4 NAPKIN CHARMS HEARTS,763,5.82,1733.37,13.23,127
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,186,4.43,344.22,8.2,41
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,112,4.67,225.92,9.41,24
22642,SET OF 4 NAPKIN CHARMS STARS   ,253,5.62,516.8,11.48,43
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,185,5.78,334.63,10.46,30
22644,CERAMIC CHERRY CAKE MONEY BANK,2052,10.8,2328.78,12.26,188
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1757,7.41,2255.93,9.52,233
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,3927,13.83,4756.91,16.75,279
22647,CERAMIC LOVE HEART MONEY BANK,721,20.03,429.85,11.94,36
22649,STRAWBERRY FAIRY CAKE TEAPOT,751,4.5,3653.75,21.88,160
22650,CERAMIC PIRATE CHEST MONEY BANK,800,7.41,1136.0,10.52,106
22651,GENTLEMAN SHIRT REPAIR KIT ,1992,21.19,1602.72,17.05,94
22652,TRAVEL SEWING KIT,4864,12.19,7787.36,19.52,394
22653,BUTTON BOX ,1072,8.79,2022.66,16.58,118
22654,DELUXE SEWING KIT ,1058,4.72,5974.62,26.67,222
